title,cluster
The Swan,15
The Most Dangerous Game,27
The Front Page,1
ドールズ,19
Three Came Home,29
Our Man in Havana,28
The Man Who Came to Dinner,13
Sunday Bloody Sunday,7
The Cowboys,9
Make Way for Tomorrow,19
The Major and the Minor,13
The Caine Mutiny,29
Black Narcissus,7
H.M.S. Defiant,9
Escape from Alcatraz,3
Oliver Twist,16
Skokie,7
Shrek 2,22
The Day After Tomorrow,2
Raising Helen,15
Soul Plane,13
How to Get the Man’s Foot Outta Your Ass,7
The Mother,19
Saved!,8
Le temps du loup,7
Harry Potter and the Prisoner of Azkaban,16
Mindhunters,10
座頭市,9
The Chronicles of Riddick,24
Garfield,20
The Stepford Wives,24
アカルイミライ,7
The Hunting of the President,11
Napoleon Dynamite,1
City of Joy,7
The Doctor,7
The Dresser,7
Father Hood,1
For Me and My Gal,19
Hello Again,15
Hope Springs,13
Love Finds Andy Hardy,13
Lover Come Back,13
Police Academy: Mission to Moscow,1
Ring of Bright Water,7
Big Wednesday,7
Fool for Love,19
Give My Regards to Broad Street,7
The Hi-Line,19
The Last of Sheila,10
The Playboys,19
Star!,19
We're Not Married!,13
Wish You Were Here,15
The Adventures of Sherlock Holmes,10
Book of Love,13
Helen of Troy,29
The Hound of the Baskervilles,5
Vargtimmen,17
The Molly Maguires,7
Suddenly,23
Urban Ghost Story,5
Possessed,19
Muertos de risa,1
Kings Row,19
The Kid Brother,8
The Divorcee,7
Meet the Applegates,1
Robotto kânibaru,24
Americathon,1
The Chipmunk Adventure,20
Sands of Iwo Jima,29
This Island Earth,5
Les compères,1
Anthony Adverse,19
Blackboard Jungle,7
Moment by Moment,19
Лунный папа,8
The Long Way Home,11
Indagine su un cittadino al di sopra di ogni sospetto,7
True Love,13
To Each His Own,7
The Heiress,19
State Fair,25
Dragon Seed,7
Executive Suite,7
Johnny Belinda,7
Super Size Me,8
Johnny Eager,7
None But the Lonely Heart,19
La Jetée,24
"Distant Voices, Still Lives",7
The King of Kings,7
Northwest Passage,14
The Picture of Dorian Gray,4
The Born Losers,9
人間の條件　第１部純愛篇／第２部激怒篇,29
Samsara,19
Bachelor Mother,13
Please Don't Eat the Daisies,13
Siddhartha,7
White Heat,23
Scrooge,7
Memphis Belle,29
The Cincinnati Kid,7
Animal Factory,3
The Panic in Needle Park,19
Pretty Baby,7
ゴジラ対メカゴジラ,24
The Hitcher,27
Show Boat,25
Ivanhoe,9
Box of Moonlight,8
うなぎ,7
Fear X,5
Freaks,17
The Immigrant,8
Silent Movie,1
A Matter of Life and Death,19
Anna Christie,19
It Lives By Night,17
Deep Cover,10
Dr. Jekyll and Mr. Hyde,26
My Little Chickadee,14
The High and the Mighty,28
The Ugly Dachshund,8
Around the World in 80 Days,0
I'll Sleep When I'm Dead,23
DodgeBall: A True Underdog Story,1
The Terminal,8
Dear Frankie,7
White Chicks,1
The Door in the Floor,7
The Notebook,19
Deux frères,16
De-Lovely,7
The Intended,18
Kaena: La prophétie,20
Back to Bataan,29
Bloodhounds of Broadway,15
A Day at the Races,1
Flying Leathernecks,29
"Now You See Him, Now You Don't",1
Plain Dirty,19
Bob & Carol & Ted & Alice,8
The Littlest Rebel,8
Reconstruction,19
Will Vinton's Claymation Christmas Celebration,1
Le battement d'ailes du papillon,15
Kopps,1
Comandante,11
Undead,21
The Scarlet and the Black,29
Into the Woods,7
Pirates of Silicon Valley,11
Manufacturing Consent: Noam Chomsky and the Media,11
The Clock,19
Leave Her to Heaven,19
Rapa Nui,16
Roxie Hart,13
Mayor of the Sunset Strip,11
Killing Me Softly,18
Talvisota,29
The Philadelphia Experiment,24
The Wheeler Dealers,13
Juice,23
The Secret Life of Girls,8
The Flim-Flam Man,1
Revenge of the Pink Panther,10
Riders,10
Jeg er Dina,7
The Escapist,23
Angels with Dirty Faces,3
Zéro de conduite,8
Shadows,7
Coming Out,19
Taxi,10
Taxi 3,1
東京ゴッドファーザーズ,7
Le Boucher,18
Our Hospitality,8
All of Me,22
The Farmer's Daughter,13
Lassie Come Home,16
The Time of Your Life,8
Overboard,13
The Mask of Fu Manchu,16
By the Light of the Silvery Moon,13
BUtterfield 8,7
Johnny Guitar,14
Sister My Sister,18
El ángel exterminador,8
ivans xtc.,7
Roxanne,13
Freedom Downtime,11
Dr. Terror's House of Horrors,17
Search and Destroy,28
The Book of Life,22
Hard Times,7
Secret Society,8
The Last Starfighter,24
Tank,28
Ultimo mondo cannibale,17
Spider-Man 2,16
Before Sunset,19
The Clearing,18
King Arthur,29
Anchorman: The Legend of Ron Burgundy,1
Sleepover,1
A Cinderella Story,1
"I, Robot",24
"María, llena eres de gracia",23
Distant Drums,14
Follow That Dream,8
La Niña De Tus Ojos,8
Gray Lady Down,18
Long Day's Journey Into Night,7
Man of La Mancha,25
The Night of the Following Day,3
Posse,14
Prince Valiant,0
Rustlers' Rhapsody,14
Krótki film o zabijaniu,3
The Tin Star,19
Zandalee,19
Brève traversée,19
Potop,29
How the West Was Won,14
Joan of Arc,29
Live Forever,25
Mr. Klein,23
The Bourne Supremacy,28
Catwoman,10
A Home at the End of the World,19
Some Girl,8
Stay Hungry,8
Das Testament des Dr. Mabuse,4
Zus & zo,1
Battle Hymn,7
Crash Dive,19
Disco Pigs,7
The Enemy Below,28
Fist of the North Star,2
Flash Gordon Conquers the Universe,24
Guns of the Magnificent Seven,9
The Hunters,29
Tras el cristal,17
Lancelot du Lac,19
The Last Valley,29
The Magnificent Seven Ride!,14
Un condamné à mort s'est échappé,18
Marcelino pan y vino,8
Morituri,28
Orgy of the Dead,17
Shalako,14
A Shock to the System,8
Slaughterhouse-Five,22
Son frère,7
Wake Island,29
What Price Glory,15
You Were Never Lovelier,13
The Bachelor and the Bobby-Soxer,13
Breezy,19
En la ciudad sin límites,18
The Comfort of Strangers,18
Dancing in September,7
Destination Tokyo,0
Dr. Jekyll and Ms. Hyde,1
Dream Lover,18
Fausto 5.0,17
For Queen & Country,28
Funny About Love,15
The Greatest,7
How I Got Into College,13
Map of the Human Heart,29
Mr. Blandings Builds His Dream House,13
My Favorite Wife,13
The New Adventures of Pippi Longstocking,16
Night and Day,7
No Name on the Bullet,2
The Plainsman,14
Slaughter of the Innocents,5
The Snake Pit,7
The Spoilers,14
The Super,1
Tai-Pan,7
Two of a Kind,22
Guerreros,29
Il gattopardo,7
"Goodbye, Columbus",15
The President's Analyst,1
The Day of the Locust,18
The Creeping Flesh,26
Un amour de Swann,19
To End All Wars,8
Moulin Rouge,7
The Belly of an Architect,7
Nid de guêpes,10
Love Happy,1
High School Confidential!,5
Out of the Blue,7
Crimetime,18
Une Femme est une femme,15
Mamma Roma,7
どん底,7
Ruby Cairo,5
Night Patrol,1
Biggles,24
Fancy Pants,14
The World of Suzie Wong,19
King of the Ants,23
Uncle Sam,21
"Ieri, oggi, domani",15
La Belle Noiseuse,7
La balance,18
Gun Crazy,23
The Set-Up,3
The Prime of Miss Jean Brodie,7
Il mio viaggio in Italia,11
The North Avenue Irregulars,10
Lovers and Other Strangers,15
Kotch,8
Greyfriars Bobby: The True Story of a Dog,7
Side Out,15
The Three Lives of Thomasina,18
"No Deposit, No Return",1
"The One and Only, Genuine, Original Family Band",25
This Gun for Hire,6
Black Angel,23
The Big Clock,23
Criss Cross,3
The Fifth Musketeer,9
Evilspeak,17
Terror by Night,10
The Spy Who Came in from the Cold,18
Sherlock Holmes and the Secret Weapon,23
The Woman in Green,5
The Counterfeit Traitor,18
"Un, deux, trois, soleil",8
Roadkill,8
Dressed to Kill,23
Bon voyage,8
The Assassination Bureau,0
The Manchurian Candidate,18
Thunderbirds,22
The Village,18
Garden State,15
麦秋,7
Le Quai des brumes,3
Thunderbirds are GO,12
Thunderbird 6,20
Castle Keep,15
Revengers Tragedy,8
攝氏32度,10
Octane,5
PTU,3
Неоконченная пьеса для механического пианино,7
The Warrior,12
A Funny Thing Happened on the Way to the Forum,1
Collateral,23
Little Black Book,15
Code 46,19
In the Soup,1
They Came to Cordura,29
青い春,28
Une affaire de femmes,7
주유소 습격사건,1
Masques,10
Harold & Kumar Go to White Castle,1
The Princess Diaries 2: Royal Engagement,15
Danny Deckchair,13
AVP: Alien vs. Predator,24
Novo,15
We Don't Live Here Anymore,19
Without a Paddle,0
Exorcist: The Beginning,5
Speedway,8
The Trouble with Girls,8
It Happened at the World's Fair,13
Double Trouble,13
Spinout,8
Harum Scarum,15
The Spaceman and King Arthur,22
The Sting II,8
If a Man Answers,13
Cheerleader Camp,21
Ressources humaines,7
Bill Cosby: Himself,1
Dead Ringer,23
Benji: Off the Leash!,7
Anacondas: The Hunt for the Blood Orchid,26
Suspect Zero,10
Tian di ying xiong,9
Vanity Fair,19
The Cookout,8
Paparazzi,28
Wicker Park,18
Triggermen,10
Alice Doesn't Live Here Anymore,19
The Mangler,26
Who's That Knocking at My Door,19
Seeing Other People,15
Past Midnight,18
A Million to Juan,1
Amator,8
Bez Konca,7
Highwaymen,10
Graffiti Bridge,7
I Vitelloni,8
Under the Cherry Moon,13
Flipper,16
Smile,1
Lord Jim,9
A Small Circle of Friends,19
Night of the Demons,17
Witchboard,17
Roller Boogie,19
Lilith,19
The Apple,22
Superbabies: Baby Geniuses 2,1
Cellular,0
Resident Evil: Apocalypse,26
Criminal,2
Evergreen,7
Mr. 3000,8
Sky Captain and the World of Tomorrow,2
Wimbledon,13
Anatomie de l'enfer,7
Head in the Clouds,19
First Daughter,15
The Forgotten,4
The Last Shot,1
A Dirty Shame,1
Diarios de motocicleta,7
Shaun of the Dead,21
"Come Back, Little Sheba",19
The Black Orchid,19
Second Chorus,13
Class of Nuke 'Em High 2: Subhumanoid Meltdown,21
Murder on the Orient Express,18
Mask,7
Alexander's Ragtime Band,19
The Boston Strangler,23
The Last Flight of Noah's Ark,16
The Man with One Red Shoe,1
The Sentinel,4
Sssssss,26
Whispers in the Dark,5
Stealing Time,8
The Legacy,17
The Alligator People,26
Hear No Evil,18
Basket Case 3,17
Basket Case 2,17
Orca: The Killer Whale,17
AKA,7
I Married a Monster from Outer Space,26
The Trojan Women,7
Robinson Crusoe,9
Hardcore,23
Watermelon Man,8
Flashpoint,28
Bug,26
The Terror,27
Jack O,17
1492: Conquest of Paradise,9
Cannibal Holocaust,17
Shark Tale,20
Ladder 49,28
Black Cloud,7
I Heart Huckabees,13
Raise Your Voice,19
Taxi,10
Around the Bend,7
Primer,18
Stage Beauty,15
Shall We Dance?,15
Team America: World Police,12
Eulogy,8
P.S.,15
The Country Girl,7
The Rose Tattoo,19
Epidemic,17
Tess,19
I Wanna Hold Your Hand,1
Spinning Boris,8
Circle of Iron,16
Cannonball,9
The Fearless Vampire Killers,21
Black Beauty,7
De fem benspænd,11
Born Rich,11
It's Alive,17
Le déclin de l'empire américain,8
Bébé's Kids,20
All I Want For Christmas,8
La vie et rien d'autre,29
Friday Night Lights,7
Tarnation,11
The Final Cut,18
Riding the Bullet,4
Spin,7
Being Julia,15
The Dust Factory,24
Thérèse: The Story of Saint Thérèse of Lisieux,7
Surviving Christmas,13
The Grudge,5
Alfie,1
Sideways,15
The Machinist,18
Vera Drake,3
Falling Angels,8
Stella Street,1
Undertow,18
Enduring Love,18
Saw,5
Ray,7
Birth,18
The Incredibles,12
Fade to Black,25
It's All About Love,19
Callas Forever,19
The Polar Express,16
Kinsey,7
Seed of Chucky,21
After the Sunset,3
Bridget Jones: The Edge of Reason,13
Finding Neverland,7
Veer-Zaara,19
National Treasure,0
La mala educación,23
The SpongeBob SquarePants Movie,20
San Antonio,15
Alexander,29
Christmas with the Kranks,1
Guerrilla: The Taking of Patty Hearst,11
Notre musique,7
Closer,19
I Am David,7
十面埋伏,9
Ocean's Twelve,10
Blade: Trinity,26
The Bellboy,1
Cinderfella,13
Damn Yankees!,22
The Delicate Delinquent,1
The Disorderly Orderly,13
The Errand Boy,1
The Family Jewels,1
The Ladies Man,1
The Patsy,1
Stateside,19
The Stooge,1
That's Entertainment!,25
"That's Entertainment, Part II",25
That's Entertainment! III,25
The Wackiest Ship in the Army,1
Alexander the Great,29
Conquest of Space,24
D.A.R.Y.L.,24
Fire in the Sky,4
The Garden of Allah,19
I'll Be Seeing You,19
The Invisible Man Returns,4
The Last Minute,18
Jeux d'enfants,15
Portrait of Jennie,19
Ruby Gentry,19
Secret Honor,7
Since You Went Away,19
A Slipping Down Life,19
Splatter University,5
Twist,7
Control Room,11
The Cheat,7
Dr. Jekyll and Mr. Hyde,26
"Der Golem, wie er in die Welt kam",26
The Last of the Mohicans,9
The Idle Class,1
Körkarlen,17
Der müde Tod,18
The Sheik,9
Häxan,17
The Hunchback of Notre Dame,17
Why Worry?,1
He Who Gets Slapped,19
The Marriage Circle,1
"Sherlock, Jr.",8
The Big Parade,19
The Freshman,1
Greed,7
The Phantom of the Opera,17
The Jazz Singer,7
Oktyabr,11
Old San Francisco,19
The Unknown,19
Die Büchse der Pandora,19
The Cameraman,1
La Chute de la maison Usher,17
The Crowd,7
The Man Who Laughs,17
Sadie Thompson,19
"Steamboat Bill, Jr.",1
Applause,7
Un chien andalou,7
Little Caesar,3
L'âge d'or,15
The Champ,7
Monkey Business,1
Night Nurse,3
Boudu sauvé des eaux,1
Doctor X,27
Las Hurdes,11
The Old Dark House,17
Rasputin and the Empress,7
Scarface,23
Shanghai Express,19
Otona no miru ehon - Umarete wa mita keredo,8
Vampyr - Der Traum des Allan Grey,17
What Price Hollywood?,7
Dinner at Eight,8
The Ghoul,19
Gold Diggers of 1933,1
Island of Lost Souls,26
Lady for a Day,1
She Done Him Wrong,1
The Son of Kong,26
The Vampire Bat,27
Wild Boys of the Road,7
L'Atalante,19
The Barretts of Wimpole Street,19
The Black Cat,17
Imitation of Life,19
The Lawless Frontier,14
The Lost Patrol,9
The Merry Widow,15
The Scarlet Pimpernel,9
Toni,7
Bonnie Scotland,1
The Informer,7
Mark of the Vampire,5
The Raven,17
Werewolf of London,17
Le crime de Monsieur Lange,3
Fury,6
Libeled Lady,13
Mr. Deeds Goes to Town,6
The Petrified Forest,3
Revolt of the Zombies,17
Show Boat,8
These Three,7
Wife vs. Secretary,15
Camille,19
Captains Courageous,16
Dead End,3
Double Wedding,13
Nothing Sacred,15
The Prisoner of Zenda,19
Stage Door,8
Topper,13
The Dawn Patrol,29
Holiday,1
The Shopworn Angel,19
Gaslight,5
Intermezzo: A Love Story,19
The Roaring Twenties,6
Wuthering Heights,19
残菊物語,19
Abe Lincoln in Illinois,6
Boom Town,6
Brother Orchid,6
"Edison, the Man",6
The Letter,3
The Sea Hawk,9
Ball of Fire,13
元禄 忠臣蔵,7
Here Comes Mr. Jordan,13
In the Navy,13
It Started with Eve,13
Never Give a Sucker an Even Break,1
That Uncertain Feeling,13
Across the Pacific,29
All Through the Night,23
Gentleman Jim,6
The Hard Way,7
My Favorite Blonde,1
Why We Fight: Prelude to War,11
Random Harvest,19
Tales of Manhattan,15
Action in the North Atlantic,29
A Guy Named Joe,19
Heaven Can Wait,15
The Heavenly Body,13
The Memphis Belle: A Story of a Flying Fortress,11
Mr. Lucky,13
Thousands Cheer,15
Vredens dag,19
Cover Girl,13
The Curse of the Cat People,7
The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,9
Hets,7
The Mask of Dimitrios,18
Ministry of Fear,3
The Miracle of Morgan’s Creek,13
Mr. Skeffington,6
Mrs. Parkington,19
Passage to Marseille,7
The White Cliffs of Dover,19
The Woman in the Window,18
The Enchanted Cottage,19
Isle of the Dead,27
Иван Грозный,7
The Southerner,7
They Were Expendable,29
A Tree Grows in Brooklyn,7
The Beast with Five Fingers,27
The Blue Dahlia,3
The Dark Mirror,18
Deception,19
Great Expectations,19
Humoresque,7
Sciuscià,7
The Stranger,23
Mourning Becomes Electra,7
Nightmare Alley,7
Odd Man Out,3
Road to Rio,1
The Two Mrs. Carrolls,23
3 Godfathers,14
B.F.'s Daughter,19
The Babe Ruth Story,7
Easter Parade,15
Fort Apache,14
The Lady from Shanghai,3
Letter from an Unknown Woman,7
Louisiana Story,7
The Naked City,23
The Pirate,25
They Live by Night,3
The Three Musketeers,9
Unfaithfully Yours,13
Yellow Sky,14
The Barkleys of Broadway,13
In the Good Old Summertime,13
A Letter to Three Wives,19
Orphée,19
The Secret Garden,7
The Story of Seabiscuit,19
Annie Get Your Gun,13
Les Enfants terribles,7
The Gunfighter,14
King Solomon's Mines,0
Los Olvidados,3
醜聞,7
Summer Stock,25
Europa '51,7
Carbine Williams,3
Carrie,19
Clash by Night,7
The Prisoner of Zenda,16
西鶴一代女,7
Son of Paleface,13
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,21
Gun Fury,0
地獄門,19
Man on a Tightrope,18
The Titfield Thunderbolt,1
The Belles of St. Trinian's,1
近松物語,19
French Cancan,15
It Should Happen to You,15
"The Long, Long Trailer",13
Magnificent Obsession,19
Salt of the Earth,7
宮本武蔵,9
A Star Is Born,19
Three Coins in the Fountain,7
The Wild One,7
The Cobweb,7
It's Always Fair Weather,25
Mr. Arkadin,23
Nuit et brouillard,11
続宮本武蔵　一乗寺の決闘,9
The Seven Little Foys,8
Tuntematon sotilas,29
Anything Goes,1
ビルマの竪琴,29
Carousel,25
宮本武蔵完結編　決闘巌流島,9
空の大怪獣ラドン,26
Barnacle Bill,1
Chase a Crooked Shadow,7
Fiend Without a Face,26
Jailhouse Rock,7
Man of a Thousand Faces,7
The Spirit of St. Louis,9
The Undead,17
Zero Hour!,18
Carve Her Name with Pride,29
Corridors of Blood,4
巨人と玩具,1
The Last Hurrah,7
Machine-Gun Kelly,10
Teacher's Pet,13
Torpedo Run,29
The Vikings,9
Al Capone,3
Le déjeûner sur l'herbe,13
Invisible Invaders,26
人間の條件　第３部望郷篇／第４部戦雲篇,29
野火,29
North West Frontier,7
The Nun's Story,7
Pickpocket,3
浮草,7
The Young Philadelphians,19
The Leech Woman,26
女が階段を上る時,7
The Sundowners,7
Sunrise at Campobello,7
悪い奴ほどよく眠る,23
Bachelor in Paradise,13
The Deadly Companions,0
The Four Horsemen of the Apocalypse,7
The Intruder,7
Murder She Said,3
人間の條件　完結篇,29
Paris Blues,19
Taste of Fear,5
Advise & Consent,7
David and Lisa,19
Eegah,17
切腹,9
The Loneliness of the Long Distance Runner,7
The Music Man,1
Mutiny on the Bounty,7
La rivière du hibou,7
Il sorpasso,8
The Wonderful World of the Brothers Grimm,16
L'eclisse,19
Les Carabiniers,8
The Cardinal,29
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,17
The Kiss of the Vampire,17
Love with the Proper Stranger,15
McLintock!,14
Murder at the Gallop,23
A New Kind of Love,13
The Prize,3
Sunday in New York,13
Les Tontons Flingueurs,10
36 Hours,18
Becket,7
Behold a Pale Horse,29
The Best Man,8
"Hush... Hush, Sweet Charlotte",4
The Killers,3
The Naked Kiss,3
鬼婆,17
Robin and the 7 Hoods,1
Robinson Crusoe on Mars,24
Spider Baby,21
The Visit,19
What a Way to Go!,13
Att angöra en brygga,1
La battaglia di Algeri,29
A Charlie Brown Christmas,20
Dracula: Prince of Darkness,17
The Hallelujah Trail,14
The Heroes of Telemark,29
The Hill,29
In Harm's Way,29
Incubus,17
The Loved One,1
Major Dundee,14
Operation Crossbow,2
Ride in the Whirlwind,14
A Thousand Clowns,15
The Train,28
Андрей Рублёв,7
Au hasard Balthazar,7
Batman,22
Grand Prix,9
Khartoum,29
龍門客棧,0
Manos: The Hands of Fate,17
Ostře sledované vlaky,8
東京流れ者,3
Astérix le Gaulois,20
Daikyojû Gappa,26
Dont Look Back,25
Fando y Lis,16
The Incident,18
殺しの烙印,3
La mariée était en noir,23
PlayTime,1
Point Blank,23
The Shooting,14
The St. Valentine's Day Massacre,3
Tony Rome,10
Two for the Road,15
Up the Down Staircase,7
The War Wagon,14
Astérix et Cléopâtre,20
Бриллиантовая рука,1
Dracula Has Risen from the Grave,17
Head,22
The Heart Is a Lonely Hunter,7
"I Love You, Alice B. Toklas!",13
Petulia,19
The Subject Was Roses,7
Sympathy for the Devil,25
Война и мир,29
"Yours, Mine and Ours",8
Alice's Restaurant,8
Camille 2000,19
Colossus: The Forbin Project,26
Da uomo a uomo,14
"Goodbye, Mr. Chips",19
Doppelgänger,24
Last Summer,7
Ma nuit chez Maud,8
The Magic Christian,1
Marlowe,3
More,3
The Reivers,8
Taste the Blood of Dracula,17
Žert,8
...tick... tick... tick...,9
Brewster McCloud,22
Città violenta,10
Dirty Dingus Magee,14
どですかでん,7
Gamera tai Daimaju Jaiga,24
Le genou de Claire,19
"Hi, Mom!",8
House of Dark Shadows,4
En kärlekshistoria,19
The Landlord,8
On a Clear Day You Can See Forever,19
Performance,3
Rejs,1
Viva la muerte,7
Белое солнце пустыни,0
Zabriskie Point,19
The Beguiled,19
The Devils,7
Duel,2
Evil Roy Slade,14
The Go-Between,19
Johnny Got His Gun,29
Lawman,14
Let's Scare Jessica to Death,5
Lo chiamavano Trinità...,14
Mon oncle Antoine,8
A New Leaf,13
Nicholas and Alexandra,19
Von Richthofen and Brown,29
